#t(s),H(A/m),E1(V/m),E2(V/m)
-0.000000001570000000,18.819612422723814404,10869.416652466161394841,1768.059951230094839048
-0.000000001560000000,13.916786718046093796,9299.330838388903430314,729.785164799273729841
-0.000000001550000000,9.409806211361907202,7925.616313414402611670,-294.676659766168597798
-0.000000001540000000,5.061163801970914200,6757.118649976354390674,-1538.994902684247790603
-0.000000001530000000,0.723831249347810846,5661.154506885927730764,-3536.119914738384522934
-0.000000001520000000,-3.048008145188749740,4382.087423908041273535,-5909.648313816189329373
-0.000000001510000000,-6.514481213970663376,2943.800357922273178701,-7956.269798952718701912
-0.000000001500000000,-9.743447163956458823,1526.742612939948458006,-8816.127084550345898606
-0.000000001490000000,-13.752793707448772054,226.446186314001693063,-9134.976445384310864029
-0.000000001480000000,-17.903513535938778034,-950.897038235438344600,-9388.214190086673625046
-0.000000001470000000,-21.714937420115056455,-2264.461787657959575881,-10019.006414860261429567
-0.000000001460000000,-23.827054418619091791,-3516.992228816799070046,-10594.546774982856732095
-0.000000001450000000,-25.334093697013745583,-4528.923594186433547293,-11197.713061291851772694
-0.000000001440000000,-26.499009565394722188,-5069.386935767681279685,-11680.015866818259382853
-0.000000001430000000,-28.229418694404991186,-5661.154506885927730764,-12376.419695445247270982
-0.000000001420000000,-29.651634001801031815,-6531.556996374054506305,-12869.082264730459428392
-0.000000001410000000,-31.124743691796236789,-7699.170123326298380562,-12965.773049356532283127
-0.000000001400000000,-32.148286275179508209,-8532.421306719552376308,-12446.635622376083119889
-0.000000001390000000,-33.296237409680031760,-8831.401017155278168502,-12081.743030767802338232
-0.000000001380000000,-33.675117813473846695,-8721.716152971757765044,-12094.404919230741143110
-0.000000001370000000,-33.296237409680031760,-9057.847207243381490116,-12081.743030767802338232
-0.000000001360000000,-31.777888268485572354,-9845.101493237549220794,-11496.994036768533987924
-0.000000001350000000,-30.400912412288789710,-10416.524291160465509165,-10903.036396614405020955
-0.000000001340000000,-29.928725640396496743,-10244.035977807803647011,-10798.288058881023971480
-0.000000001330000000,-30.400912412288789710,-10190.078101072362187551,-10903.036396614405020955
-0.000000001320000000,-30.830687198681768990,-10875.608539960390771739,-10627.928105016044355580
-0.000000001310000000,-30.400912412288789710,-11775.201356207036951673,-10019.006414860261429567
-0.000000001300000000,-28.998489364792426670,-11812.352700042936703539,-9559.725224721014456009
-0.000000001290000000,-27.505587414897544107,-11095.862823683750320924,-9429.653097783560951939
-0.000000001280000000,-26.756309004409782659,-10408.563292953596828738,-9502.171186253113774001
-0.000000001270000000,-26.781756195709366608,-10416.524291160465509165,-9429.653097783560951939
-0.000000001260000000,-27.584756454496250910,-11004.753621982923505129,-9206.343440806311264168
-0.000000001250000000,-28.953249913593165132,-11548.755184989444387611,-9134.976445384310864029
-0.000000001240000000,-30.440496932088141335,-11621.288724207579434733,-9336.415567743761130259
-0.000000001230000000,-31.124743691796236789,-11548.755184989444387611,-9429.653097783560951939
-0.000000001220000000,-29.968310160195851921,-11585.906509954833381926,-9129.221041537519340636
-0.000000001210000000,-27.505587414897544107,-11548.755184989444387611,-8840.299780706862293300
-0.000000001200000000,-25.317128902814022950,-11187.856580740895878989,-8933.537323024860597798
-0.000000001190000000,-25.334093697013745583,-11095.862823683750320924,-9134.976445384310864029
-0.000000001180000000,-27.293527487401007647,-11530.179522506754437927,-8887.494092250541143585
-0.000000001170000000,-28.953249913593165132,-12001.647546295140273287,-8250.946463630165453651
-0.000000001160000000,-28.011703775189278787,-11738.934586597970337607,-7538.427504232163300912
-0.000000001150000000,-25.334093697013745583,-11095.862823683750320924,-7072.239829476769045868
-0.000000001140000000,-22.868543486015482813,-10460.752058976400803658,-6854.685576346306334017
-0.000000001130000000,-21.714937420115056455,-9963.631929854771442479,-6777.563164799322294130
-0.000000001120000000,-21.254060511022586866,-9193.184176760143600404,-6732.671014794361326494
-0.000000001110000000,-20.267274921419435429,-8152.062484631992447248,-6777.563164799322294130
-0.000000001100000000,-18.497281332929080833,-7198.511772779392231314,-6736.124257102434967237
-0.000000001090000000,-16.648118704840015880,-6793.385400714906609210,-6188.209847722623635491
-0.000000001080000000,-15.972354402551056651,-6886.263713128372728534,-5163.748024385001372139
-0.000000001070000000,-16.648118704840015880,-6793.385400714906609210,-4420.149896492529478564
-0.000000001060000000,-17.869583947539332769,-6060.088972585666851955,-4405.185846490875519521
-0.000000001050000000,-18.095781203535636905,-4981.815955492128523474,-4420.149896492529478564
-0.000000001040000000,-17.066583628433178887,-4343.166969359504037129,-3894.106009452324997255
-0.000000001030000000,-15.924287425332570578,-4302.477422968842802220,-3241.443250060938225943
-0.000000001020000000,-15.624576061137465999,-4543.076479887533423607,-3257.558380831949762069
-0.000000001010000000,-15.924287425332570578,-4528.923594186433547293,-3830.796567137635975087
-0.000000001000000000,-15.814016263034371690,-4134.411886397773741919,-4210.653208747573444271
-0.000000000990000000,-15.200456206144394855,-3623.138871575044049678,-3830.796567137635975087
-0.000000000980000000,-14.352216435838981212,-3344.503934334649784432,-3006.622785390105946135
-0.000000000970000000,-13.752793707448772054,-3396.692700357453304605,-2652.089932984240022051
-0.000000000960000000,-12.740560926546038445,-3417.922028909103119076,-3112.522216171039417532
-0.000000000950000000,-10.857468710057528227,-2943.800339051759237918,-3536.119914738384522934
-0.000000000940000000,-8.284474802461021525,-2044.207503934600254070,-3134.392750788841567555
-0.000000000930000000,-6.514481213970663376,-1358.677074481827276031,-2357.413280584988115152
-0.000000000920000000,-6.336350874873573069,-1233.954763579734617451,-1939.570985864433168899
-0.000000000910000000,-6.514481213970663376,-1132.230893828979787941,-1768.059951230094839048
-0.000000000900000000,-5.615347103289570541,-573.191885990936725648,-1459.570329598547459682
-0.000000000890000000,-3.619156240707127381,226.446186314001693063,-1178.706637836855179557
-0.000000000880000000,-1.812405586053517537,506.850245589341909636,-1351.368737278897697252
-0.000000000870000000,-0.723831249347810846,226.446186314001693063,-1768.059951230094839048
-0.000000000860000000,-0.429774803282375106,-291.018716002959138223,-2000.578254362210600448
-0.000000000850000000,-0.000000000000000000,-452.892353757489161126,-1768.059951230094839048
-0.000000000840000000,0.330813500164835406,-270.673942807628691298,-1326.044972631217433445
-0.000000000830000000,-0.000000000000000000,0.000007029814375909,-1178.706637836855179557
-0.000000000820000000,-1.133813787904967896,-106.146639927668317682,-1442.304118058177664352
-0.000000000810000000,-1.447662498695621691,-452.892353757489161126,-1473.383298830843159521
-0.000000000800000000,-0.480669188294314542,-846.519502415727401967,-1133.814490287533089941
-0.000000000790000000,-0.000000000000000000,-1132.230893828979787941,-1178.706637836855179557
-0.000000000780000000,-1.399595575764480015,-1394.059290621627269502,-2018.995546671938200234
-0.000000000770000000,-2.895324991359316424,-1585.123255134674764122,-2652.089932984240022051
-0.000000000760000000,-2.400518475771618476,-1803.608435693602359606,-2180.146842103859853523
-0.000000000750000000,-0.723831249347810846,-2264.461787657959575881,-1178.706637836855179557
-0.000000000740000000,0.175302880635448743,-2936.723896201209299761,-930.073206389366305302
-0.000000000730000000,-0.000000000000000000,-3396.692700357453304605,-1768.059951230094839048
-0.000000000720000000,-0.469359324891306495,-3344.503934334649784432,-2909.932013042231119471
-0.000000000710000000,-0.723831249347810846,-3170.246510269349528244,-3241.443250060938225943
-0.000000000700000000,-0.831274945946055888,-3304.698943300307746540,-2730.363425300581639021
-0.000000000690000000,-0.723831249347810846,-3849.585061663149190281,-2652.089932984240022051
-0.000000000680000000,-0.571148094311992649,-4355.550744347966428904,-3495.832087810855682619
-0.000000000670000000,-0.723831249347810846,-4528.923594186433547293,-4125.473231815082726825
-0.000000000660000000,-1.498556881294790477,-4295.400980118292864063,-3507.342895504434636678
-0.000000000650000000,-2.895324991359316424,-4076.031232880739025859,-2652.089932984240022051
-0.000000000640000000,-4.170512070293901807,-4020.304245432660081860,-2861.586620729196511093
-0.000000000630000000,-4.342987490054938782,-4076.031232880739025859,-3830.796567137635975087
-0.000000000620000000,-3.353374452847615039,-3938.040597295019779267,-4133.530797200588494889
-0.000000000610000000,-2.895324991359316424,-3623.138871575044049678,-3241.443250060938225943
-0.000000000600000000,-3.489092812477325278,-3363.964152173661204870,-1918.851532015989278079
-0.000000000590000000,-3.619156240707127381,-3396.692700357453304605,-1473.383298830843159521
-0.000000000580000000,-1.973571136982811947,-3553.258998425866138859,-2220.434669031389148586
-0.000000000570000000,-0.000000000000000000,-3396.692700357453304605,-2946.766597661686319043
-0.000000000560000000,0.353433226367658615,-2816.424367741864443815,-2775.255575305542606657
-0.000000000550000000,-0.723831249347810846,-2264.461787657959575881,-2357.413280584988115152
-0.000000000540000000,-1.620137912424731264,-2274.191896577465740847,-2684.320194526262639556
-0.000000000530000000,-1.447662498695621691,-2717.354148963654552063,-3241.443250060938225943
-0.000000000520000000,-0.817137617446286768,-3128.672408522370005812,-3156.263285406642808084
-0.000000000510000000,-0.723831249347810846,-3170.246510269349528244,-2652.089932984240022051
-0.000000000500000000,-1.504211812694698169,-2971.221555097639338783,-2490.938637552318141388
-0.000000000490000000,-2.171493742011505912,-2943.800339051759237918,-2652.089932984240022051
-0.000000000480000000,-1.812405586053517537,-3149.017181717700168520,-2958.277405355266182596
-0.000000000470000000,-0.723831249347810846,-3170.246510269349528244,-3536.119914738384522934
-0.000000000460000000,0.014137329042642493,-2778.388468549645494932,-4322.308031097101775231
-0.000000000450000000,-0.000000000000000000,-2490.907977746064261737,-4714.826548891780475969
-0.000000000440000000,-0.579630491411854076,-2635.090500826014249469,-4277.415881092139898101
-0.000000000430000000,-1.447662498695621691,-2717.354148963654552063,-3536.119914738384522934
-0.000000000420000000,-2.211078267842785827,-2280.383784071696481988,-3362.306730843525201635
-0.000000000410000000,-2.171493742011505912,-1811.569433900470585286,-4125.473231815082726825
-0.000000000400000000,-1.509866744094605862,-1845.182539327633094217,-5232.812870546479643963
-0.000000000390000000,-1.447662498695621691,-2038.015616440369512929,-5598.856530645925886347
-0.000000000380000000,-2.423138201371249245,-1899.140425498331524068,-4849.502986628469443531
-0.000000000370000000,-2.895324991359316424,-1585.123255134674764122,-4125.473231815082726825
-0.000000000360000000,-2.109289496612521297,-1616.967247962148121587,-4173.818624128117335204
-0.000000000350000000,-1.447662498695621691,-2038.015616440369512929,-4420.149896492529478564
-0.000000000340000000,-2.278937444641677690,-2418.374438527929669362,-4202.595643362066766713
-0.000000000330000000,-3.619156240707127381,-2264.461787657959575881,-4125.473231815082726825
-0.000000000320000000,-3.975416930965162798,-1671.809681940959762869,-4710.222225814348348649
-0.000000000310000000,-3.619156240707127381,-1358.677074481827276031,-5304.179865968480044103
-0.000000000300000000,-4.063068373695656987,-1695.692678448616561582,-4821.877060442072433943
-0.000000000290000000,-5.790649982718632849,-2038.015616440369512929,-3536.119914738384522934
-0.000000000280000000,-7.636985157171596761,-1844.297983971314351948,-2618.708590672858463222
-0.000000000270000000,-7.962143712666285289,-1585.123255134674764122,-2946.766597661686319043
-0.000000000260000000,-6.435312174371957461,-1785.032773210909226691,-3983.890309462246932526
-0.000000000250000000,-5.066818733370822336,-2038.015616440369512929,-4125.473231815082726825
-0.000000000240000000,-5.519213263459214147,-1837.221541120764641164,-2771.802332997468965914
-0.000000000230000000,-7.238312493478109566,-1585.123255134674764122,-1473.383298830843159521
-0.000000000220000000,-8.408883353578257669,-1829.260542913896188111,-1596.548928873951354035
-0.000000000210000000,-8.685974992173731479,-2264.461787657959575881,-2357.413280584988115152
-0.000000000200000000,-8.448467873377611070,-2321.073349332871657680,-2390.794610618174829142
-0.000000000190000000,-7.962143712666285289,-2038.015616440369512929,-1768.059951230094839048
-0.000000000180000000,-7.354238587176214814,-1749.650557071109460594,-1490.649510371212500104
-0.000000000170000000,-7.238312493478109566,-1585.123255134674764122,-1768.059951230094839048
-0.000000000160000000,-7.529541460573351941,-1536.472708650093863980,-1959.139346665323728303
-0.000000000150000000,-7.238312493478109566,-1585.123255134674764122,-1473.383298830843159521
-0.000000000140000000,-5.960297930747788797,-1780.609996429315515343,-523.741719362391222603
-0.000000000130000000,-5.066818733370822336,-2038.015616440369512929,0.000000000000000000
-0.000000000120000000,-5.875473959749175634,-2193.697359152462922793,-381.007712556738795229
-0.000000000110000000,-7.962143712666285289,-2038.015616440369512929,-884.029978070686411229
-0.000000000100000000,-9.573799221959227168,-1723.113896381547874626,-805.756490665621981861
-0.000000000090000000,-9.409806211361907202,-1811.569433900470585286,-589.353318304517756587
-0.000000000080000000,-7.597400637372243359,-2443.141988504853543418,-802.303248357548227432
-0.000000000070000000,-5.790649982718632849,-2943.800339051759237918,-884.029978070686411229
-0.000000000060000000,-5.044199007771191567,-2854.460248063569451915,-309.640708540002776772
-0.000000000050000000,-5.066818733370822336,-2717.354148963654552063,294.676659766168597798
-0.000000000040000000,-5.049853939171099704,-2958.837780109176947008,160.000217118202527899
-0.000000000030000000,-5.066818733370822336,-3170.246510269349528244,-294.676659766168597798
-0.000000000020000000,-5.411769566860968439,-2679.318268641949998710,-414.389052412481078136
-0.000000000010000000,-5.790649982718632849,-1811.569433900470585286,-294.676659766168597798
0.000000000000000000,-5.420251963960829755,-1381.675513746113892921,-339.568807315490630572
0.000000000010000000,-4.342987490054938782,-1811.569433900470585286,-589.353318304517756587
0.000000000020000000,-3.084765199288149073,-2636.859611538651734008,-656.115999243821761411
0.000000000030000000,-2.171493742011505912,-2943.800339051759237918,-294.676659766168597798
0.000000000040000000,-1.860472502952732476,-2357.340118941938726493,178.417508200110631833
0.000000000050000000,-2.171493742011505912,-1585.123255134674764122,0.000000000000000000
0.000000000060000000,-2.507962178401790698,-1317.987526204115056316,-748.202455881181890618
0.000000000070000000,-2.171493742011505912,-1358.677074481827276031,-884.029978070686411229
0.000000000080000000,-1.057472214006214717,-1264.914202937940899574,208.345606975598514055
0.000000000090000000,-0.000000000000000000,-1132.230893828979787941,1178.706637836855179557
0.000000000100000000,0.384535350273535970,-1354.254297700233564683,917.411317926428637293
0.000000000110000000,0.723831249347810846,-1811.569433900470585286,294.676659766168597798
0.000000000120000000,1.631447775224546426,-1978.750407567015827226,520.288477054317240800
0.000000000130000000,2.895324991359316424,-1585.123255134674764122,1178.706637836855179557
0.000000000140000000,3.590881583707588920,-881.901718555527168064,1309.929841860205442572
0.000000000150000000,3.619156240707127381,-452.892353757489161126,1178.706637836855179557
0.000000000160000000,3.045180679488795672,-660.762870040592133591,1444.606279596893728012
0.000000000170000000,2.171493742011505912,-1132.230893828979787941,2062.736615907541363413
0.000000000180000000,1.326081467565680683,-1327.717635123620993909,2411.514064466618037841
0.000000000190000000,1.447662498695621691,-1132.230893828979787941,2357.413280584988115152
0.000000000200000000,2.372243818772080015,-846.519502415727401967,2030.506354365518063787
0.000000000210000000,2.895324991359316424,-679.338534410336478686,1768.059951230094839048
0.000000000220000000,2.199768399011043929,-729.758191607554408620,1545.901375022200681997
0.000000000230000000,1.447662498695621691,-905.784713176132413537,1178.706637836855179557
0.000000000240000000,1.642757638024361810,-1107.463343852055913885,666.475726168043593134
0.000000000250000000,2.171493742011505912,-1132.230893828979787941,589.353318304517756587
0.000000000260000000,1.835025311653148083,-1042.006243710368380562,1092.375585046284868440
0.000000000270000000,0.723831249347810846,-1132.230893828979787941,1473.383298830843159521
0.000000000280000000,-0.271436718053034542,-1551.510149707512027817,1128.059086440743158164
0.000000000290000000,-0.723831249347810846,-2038.015616440369512929,589.353318304517756587
0.000000000300000000,-0.754933372047302931,-2275.961007290103225387,482.302814121143057946
0.000000000310000000,-0.723831249347810846,-2264.461787657959575881,589.353318304517756587
0.000000000320000000,-0.718176317947903264,-2138.854927060702721064,307.338547001286826799
0.000000000330000000,-0.723831249347810846,-2038.015616440369512929,-294.676659766168597798
0.000000000340000000,-0.593767820514815803,-1901.794091567287750877,-748.202455881181890618
0.000000000350000000,-0.723831249347810846,-1811.569433900470585286,-884.029978070686411229
0.000000000360000000,-0.983958099775488759,-1813.338544613107842451,-855.252960064556532416
0.000000000370000000,-0.723831249347810846,-2038.015616440369512929,-884.029978070686411229
0.000000000380000000,0.098961303720732322,-2321.957904689190399949,-1144.174215983935255281
0.000000000390000000,-0.000000000000000000,-2490.907977746064261737,-1768.059951230094839048
